recno,rho,T,P,u
1485,6.0E-9,300000.0,1.121721E-5,2865.707
1486,7.0E-9,300000.0,1.308674E-5,2865.707
1487,8.0E-9,300000.0,1.495629E-5,2865.707
1488,9.0E-9,300000.0,1.682581E-5,2865.707
1489,1.0E-8,300000.0,1.869534E-5,2865.706
1490,2.0E-8,300000.0,3.739066E-5,2865.705
1491,3.0E-8,300000.0,5.608591E-5,2865.703
1492,4.0E-8,300000.0,7.478112E-5,2865.701
1493,5.0E-8,300000.0,9.347627E-5,2865.699
1494,6.0E-8,300000.0,1.121714E-4,2865.698
1495,7.0E-8,300000.0,1.308664E-4,2865.696
1496,8.0E-8,300000.0,1.495614E-4,2865.694
1497,9.0E-8,300000.0,1.682565E-4,2865.692
1498,1.0E-7,300000.0,1.869514E-4,2865.691
1499,2.0E-7,300000.0,3.73898E-4,2865.673
1500,3.0E-7,300000.0,5.608399E-4,2865.656
1501,4.0E-7,300000.0,7.477772E-4,2865.638
1502,5.0E-7,300000.0,9.347097E-4,2865.621
1503,6.0E-7,300000.0,0.001121638,2865.603
1504,7.0E-7,300000.0,0.001308561,2865.586
1505,8.0E-7,300000.0,0.001495479,2865.568
1506,9.0E-7,300000.0,0.001682392,2865.551
1507,1.0E-6,300000.0,0.001869302,2865.533
1508,2.0E-6,300000.0,0.003738132,2865.359
1509,3.0E-6,300000.0,0.005606492,2865.184
1510,4.0E-6,300000.0,0.007474384,2865.011
1511,5.0E-6,300000.0,0.009341806,2864.836
1512,6.0E-6,300000.0,0.01120876,2864.662
1513,7.0E-6,300000.0,0.01307546,2864.489
1514,8.0E-6,300000.0,0.01494195,2864.316
1515,9.0E-6,300000.0,0.01680825,2864.143
1516,1.0E-5,300000.0,0.01867434,2863.969
1517,2.0E-5,300000.0,0.03732488,2862.249
1518,3.0E-5,300000.0,0.05595776,2860.546
1519,4.0E-5,300000.0,0.07457485,2858.862
1520,5.0E-5,300000.0,0.09317803,2857.194
1521,6.0E-5,300000.0,0.1117692,2855.544
1522,7.0E-5,300000.0,0.1303502,2853.91
1523,8.0E-5,300000.0,0.1489229,2852.293
1524,9.0E-5,300000.0,0.1674892,2850.692
1525,1.0E-4,300000.0,0.1860503,2849.107
1526,2.0E-4,300000.0,0.3713128,2834.481
1527,3.0E-4,300000.0,0.5560152,2821.933
1528,4.0E-4,300000.0,0.7402313,2811.212
1529,5.0E-4,300000.0,0.924065,2802.065
1530,6.0E-4,300000.0,1.107567,2794.241
1531,7.0E-4,300000.0,1.290767,2787.489
1532,8.0E-4,300000.0,1.473671,2781.557
1533,9.0E-4,300000.0,1.65629,2776.193
1534,0.001,300000.0,1.838638,2771.146
1535,0.002,300000.0,3.648473,2725.66
1536,0.003,300000.0,5.438545,2689.928
1537,0.004,300000.0,7.212678,2658.476
1538,0.005,300000.0,8.972124,2630.506
1539,0.006,300000.0,10.7183,2604.943
1540,0.007,300000.0,12.45251,2581.056
1541,0.008,300000.0,14.17567,2558.609
1542,0.009,300000.0,15.88872,2537.392
1543,0.01,300000.0,17.59251,2517.205
1544,0.02,300000.0,34.19281,2354.528
1545,0.03,300000.0,50.17838,2232.832
1546,0.04,300000.0,65.71173,2134.633
1547,0.05,300000.0,80.87845,2050.835
1548,0.06,300000.0,95.73441,1977.566
1549,0.07,300000.0,110.3266,1912.561
1550,0.08,300000.0,124.6923,1854.068
1551,0.09,300000.0,138.8535,1801.232
1552,0.1,300000.0,152.8306,1753.219
1553,0.177828,300000.0,262.2028,1517.548
1554,0.316228,300000.0,457.5853,1297.322
1555,0.562341,300000.0,807.7374,1091.528
1556,1.0,300000.0,1438.411,899.22
1557,1.778279,300000.0,2582.07,719.514
1558,3.162278,300000.0,4668.071,551.585
1559,5.623413,300000.0,8914.388,494.728
1560,10.0,300000.0,18014.32,540.862
1561,17.78279,300000.0,38767.26,734.316
1562,31.62278,300000.0,89524.58,1343.975
1563,56.23413,300000.0,220211.1,2780.697
1564,100.0,300000.0,564592.6,4868.623
1565,177.8279,300000.0,1482954.0,8279.28
1566,316.2278,300000.0,3933572.0,13652.08
1567,562.3413,300000.0,1.047057E7,21969.15
1568,1000.0,300000.0,2.78763E7,34691.9
1569,1.0E-10,600000.0,3.739074E-7,5670.014
1570,2.0E-10,600000.0,7.478147E-7,5670.014
1571,3.0E-10,600000.0,1.121722E-6,5670.014
1572,4.0E-10,600000.0,1.49563E-6,5670.014
1573,5.0E-10,600000.0,1.869537E-6,5670.014
1574,6.0E-10,600000.0,2.243445E-6,5670.014
1575,7.0E-10,600000.0,2.617352E-6,5670.014
1576,8.0E-10,600000.0,2.99126E-6,5670.014
1577,9.0E-10,600000.0,3.365167E-6,5670.014
1578,1.0E-9,600000.0,3.739074E-6,5670.014
1579,2.0E-9,600000.0,7.478147E-6,5670.014
1580,3.0E-9,600000.0,1.121722E-5,5670.014
1581,4.0E-9,600000.0,1.495629E-5,5670.013
1582,5.0E-9,600000.0,1.869537E-5,5670.013
1583,6.0E-9,600000.0,2.243444E-5,5670.013
1584,7.0E-9,600000.0,2.617351E-5,5670.013
1585,8.0E-9,600000.0,2.991258E-5,5670.013
1586,9.0E-9,600000.0,3.365166E-5,5670.012
1587,1.0E-8,600000.0,3.739072E-5,5670.012
1588,2.0E-8,600000.0,7.478143E-5,5670.01
1589,3.0E-8,600000.0,1.121721E-4,5670.009
1590,4.0E-8,600000.0,1.495627E-4,5670.007
1591,5.0E-8,600000.0,1.869534E-4,5670.005
1592,6.0E-8,600000.0,2.243439E-4,5670.003
1593,7.0E-8,600000.0,2.617344E-4,5670.001
1594,8.0E-8,600000.0,2.991249E-4,5670.0
1595,9.0E-8,600000.0,3.365154E-4,5669.998
1596,1.0E-7,600000.0,3.739058E-4,5669.996
1597,2.0E-7,600000.0,7.478085E-4,5669.978
1598,3.0E-7,600000.0,0.001121707,5669.96
1599,4.0E-7,600000.0,0.001495603,5669.942
1600,5.0E-7,600000.0,0.001869496,5669.924
1601,6.0E-7,600000.0,0.002243386,5669.906
1602,7.0E-7,600000.0,0.002617273,5669.888
1603,8.0E-7,600000.0,0.002991156,5669.87
1604,9.0E-7,600000.0,0.003365035,5669.851
1605,1.0E-6,600000.0,0.003738912,5669.833
1606,2.0E-6,600000.0,0.007477497,5669.653
1607,3.0E-6,600000.0,0.01121576,5669.473
1608,4.0E-6,600000.0,0.01495357,5669.293
1609,5.0E-6,600000.0,0.01869092,5669.112
1610,6.0E-6,600000.0,0.02242786,5668.932
1611,7.0E-6,600000.0,0.02616442,5668.752
1612,8.0E-6,600000.0,0.02990065,5668.572
1613,9.0E-6,600000.0,0.03363659,5668.392
1614,1.0E-5,600000.0,0.03737228,5668.212
1615,2.0E-5,600000.0,0.07472013,5666.417
1616,3.0E-5,600000.0,0.1120591,5664.628
1617,4.0E-5,600000.0,0.14939,5662.874
1618,5.0E-5,600000.0,0.1867155,5661.181
1619,6.0E-5,600000.0,0.2240376,5659.549
1620,7.0E-5,600000.0,0.2613579,5657.979
1621,8.0E-5,600000.0,0.2986766,5656.469
1622,9.0E-5,600000.0,0.3359921,5655.021
1623,1.0E-4,600000.0,0.3733029,5653.634
1624,2.0E-4,600000.0,0.7460493,5643.205
1625,3.0E-4,600000.0,1.11838,5636.827
1626,4.0E-4,600000.0,1.490534,5631.336
1627,5.0E-4,600000.0,1.862435,5626.563
1628,6.0E-4,600000.0,2.234083,5622.42
1629,7.0E-4,600000.0,2.60552,5618.74
1630,8.0E-4,600000.0,2.97678,5615.392
1631,9.0E-4,600000.0,3.347881,5612.314
1632,0.001,600000.0,3.718842,5609.449
1633,0.002,600000.0,7.421191,5584.544
1634,0.003,600000.0,11.10914,5561.37
1635,0.004,600000.0,14.78626,5543.311
1636,0.005,600000.0,18.45599,5527.851
1637,0.006,600000.0,22.11907,5513.666
1638,0.007,600000.0,25.77489,5500.416
1639,0.008,600000.0,29.42319,5487.843
1640,0.009,600000.0,33.0644,5475.877
1641,0.01,600000.0,36.69904,5464.482
1642,0.02,600000.0,72.75635,5371.934
1643,0.03,600000.0,108.3847,5297.642
1644,0.04,600000.0,143.637,5234.48
1645,0.05,600000.0,178.5731,5178.415
1646,0.06,600000.0,213.2328,5127.196
1647,0.07,600000.0,247.6371,5080.0
1648,0.08,600000.0,281.8055,5036.103
1649,0.09,600000.0,315.7526,4995.035
1650,0.1,600000.0,349.4915,4956.407
1651,0.177828,600000.0,606.0703,4708.233
1652,0.316228,600000.0,1043.913,4394.081
1653,0.562341,600000.0,1818.431,4120.857
1654,1.0,600000.0,3210.827,3843.196
1655,1.778279,600000.0,5722.393,3599.975
1656,3.162278,600000.0,10232.35,3533.568
1657,5.623413,600000.0,18251.63,3444.075
1658,10.0,600000.0,33510.18,3389.758
1659,17.78279,600000.0,64471.54,3443.399
1660,31.62278,600000.0,132451.9,3830.502
1661,56.23413,600000.0,291242.0,4741.102
1662,100.0,600000.0,678004.3,6632.773
1663,177.8279,600000.0,1666351.0,9904.49
1664,316.2278,600000.0,4233875.0,15173.51
1665,562.3413,600000.0,1.097676E7,23436.67
1666,1000.0,600000.0,2.874772E7,36138.62
1667,1.0E-10,1000000.0,6.23179E-7,9409.09
1668,2.0E-10,1000000.0,1.246358E-6,9409.09
1669,3.0E-10,1000000.0,1.869537E-6,9409.09
1670,4.0E-10,1000000.0,2.492717E-6,9409.09
1671,5.0E-10,1000000.0,3.115895E-6,9409.09
1672,6.0E-10,1000000.0,3.739075E-6,9409.09
1673,7.0E-10,1000000.0,4.362254E-6,9409.09
1674,8.0E-10,1000000.0,4.985432E-6,9409.09
1675,9.0E-10,1000000.0,5.608612E-6,9409.09
1676,1.0E-9,1000000.0,6.231791E-6,9409.09
1677,2.0E-9,1000000.0,1.246358E-5,9409.09
1678,3.0E-9,1000000.0,1.869537E-5,9409.09
1679,4.0E-9,1000000.0,2.492716E-5,9409.09
1680,5.0E-9,1000000.0,3.115895E-5,9409.09
1681,6.0E-9,1000000.0,3.739074E-5,9409.09
1682,7.0E-9,1000000.0,4.362253E-5,9409.09
1683,8.0E-9,1000000.0,4.985432E-5,9409.09
1684,9.0E-9,1000000.0,5.60861E-5,9409.09
1685,1.0E-8,1000000.0,6.23179E-5,9409.09
1686,2.0E-8,1000000.0,1.246357E-4,9409.09
1687,3.0E-8,1000000.0,1.869536E-4,9409.08
1688,4.0E-8,1000000.0,2.492715E-4,9409.08
1689,5.0E-8,1000000.0,3.115892E-4,9409.08
1690,6.0E-8,1000000.0,3.73907E-4,9409.08
1691,7.0E-8,1000000.0,4.362247E-4,9409.08
1692,8.0E-8,1000000.0,4.985425E-4,9409.08
1693,9.0E-8,1000000.0,5.608602E-4,9409.07
1694,1.0E-7,1000000.0,6.231779E-4,9409.07
1695,2.0E-7,1000000.0,0.001246354,9409.06
1696,3.0E-7,1000000.0,0.001869526,9409.04
1697,4.0E-7,1000000.0,0.002492696,9409.03
1698,5.0E-7,1000000.0,0.003115864,9409.01
1699,6.0E-7,1000000.0,0.003739029,9408.99
1700,7.0E-7,1000000.0,0.004362192,9408.98
1701,8.0E-7,1000000.0,0.004985353,9408.96
1702,9.0E-7,1000000.0,0.005608511,9408.95
1703,1.0E-6,1000000.0,0.006231665,9408.93
1704,2.0E-6,1000000.0,0.01246309,9408.77
1705,3.0E-6,1000000.0,0.01869425,9408.61
1706,4.0E-6,1000000.0,0.02492516,9408.46
1707,5.0E-6,1000000.0,0.03115583,9408.3
1708,6.0E-6,1000000.0,0.03738638,9408.14
1709,7.0E-6,1000000.0,0.04361686,9407.98
1710,8.0E-6,1000000.0,0.04984725,9407.82
1711,9.0E-6,1000000.0,0.05607755,9407.67
1712,1.0E-5,1000000.0,0.06230778,9407.51
1713,2.0E-5,1000000.0,0.1246056,9405.94
1714,3.0E-5,1000000.0,0.1868952,9404.36
1715,4.0E-5,1000000.0,0.2491769,9402.79
1716,5.0E-5,1000000.0,0.3114507,9401.22
1717,6.0E-5,1000000.0,0.3737167,9399.68
1718,7.0E-5,1000000.0,0.4359751,9398.22
1719,8.0E-5,1000000.0,0.4982258,9396.92
1720,9.0E-5,1000000.0,0.560469,9395.82
1721,1.0E-4,1000000.0,0.6227053,9394.97
1722,2.0E-4,1000000.0,1.244897,9389.02
1723,3.0E-4,1000000.0,1.86699,9383.67
1724,4.0E-4,1000000.0,2.488846,9380.32
1725,5.0E-4,1000000.0,3.110378,9376.67
1726,6.0E-4,1000000.0,3.73172,9372.93
1727,7.0E-4,1000000.0,4.352962,9369.79
1728,8.0E-4,1000000.0,4.974116,9367.33
1729,9.0E-4,1000000.0,5.595188,9365.35
1730,0.001,1000000.0,6.216192,9363.58
1731,0.002,1000000.0,12.41996,9344.87
1732,0.003,1000000.0,18.61335,9327.49
1733,0.004,1000000.0,24.80087,9313.47
1734,0.005,1000000.0,30.98013,9302.28
1735,0.006,1000000.0,37.1534,9292.36
1736,0.007,1000000.0,43.32259,9282.78
1737,0.008,1000000.0,49.48756,9273.42
1738,0.009,1000000.0,55.64764,9264.47
1739,0.01,1000000.0,61.80236,9256.04
1740,0.02,1000000.0,123.1214,9189.21
1741,0.03,1000000.0,184.1314,9135.79
1742,0.04,1000000.0,244.8618,9091.45
1743,0.05,1000000.0,305.3345,9050.45
1744,0.06,1000000.0,365.5803,9012.11
1745,0.07,1000000.0,425.6307,8976.83
1746,0.08,1000000.0,485.5013,8944.27
1747,0.09,1000000.0,545.1979,8913.85
1748,0.1,1000000.0,604.7263,8885.03
1749,0.177828,1000000.0,1062.719,8691.48
1750,0.316228,1000000.0,1859.311,8429.98
1751,0.562341,1000000.0,3268.039,8090.352
1752,1.0,1000000.0,5775.124,7791.82
1753,1.778279,1000000.0,10234.74,7563.74
1754,3.162278,1000000.0,18141.9,7466.132
1755,5.623413,1000000.0,32097.67,7301.037
1756,10.0,1000000.0,57341.21,7115.644
1757,17.78279,1000000.0,105021.7,7006.168
1758,31.62278,1000000.0,198561.5,7167.69
1759,56.23413,1000000.0,396936.3,7859.764
1760,100.0,1000000.0,856862.1,9433.48
1761,177.8279,1000000.0,1945909.0,12416.92
1762,316.2278,1000000.0,4682299.0,17392.04
1763,562.3413,1000000.0,1.169448E7,25573.71
1764,1000.0,1000000.0,2.993518E7,38212.55
1765,1.0E-10,2000000.0,1.246358E-6,18756.77
1766,2.0E-10,2000000.0,2.492716E-6,18756.77
1767,3.0E-10,2000000.0,3.739075E-6,18756.77
1768,4.0E-10,2000000.0,4.985434E-6,18756.77
1769,5.0E-10,2000000.0,6.231791E-6,18756.77
1770,6.0E-10,2000000.0,7.478149E-6,18756.77
1771,7.0E-10,2000000.0,8.724507E-6,18756.77
1772,8.0E-10,2000000.0,9.970865E-6,18756.77
1773,9.0E-10,2000000.0,1.121722E-5,18756.77
1774,1.0E-9,2000000.0,1.246358E-5,18756.77
1775,2.0E-9,2000000.0,2.492717E-5,18756.77
1776,3.0E-9,2000000.0,3.739074E-5,18756.77
1777,4.0E-9,2000000.0,4.985433E-5,18756.77
1778,5.0E-9,2000000.0,6.23179E-5,18756.77
1779,6.0E-9,2000000.0,7.478148E-5,18756.77
1780,7.0E-9,2000000.0,8.724507E-5,18756.77
1781,8.0E-9,2000000.0,9.970865E-5,18756.77
1782,9.0E-9,2000000.0,1.121722E-4,18756.77
1783,1.0E-8,2000000.0,1.246358E-4,18756.77
1784,2.0E-8,2000000.0,2.492716E-4,18756.77
1785,3.0E-8,2000000.0,3.739074E-4,18756.77
1786,4.0E-8,2000000.0,4.985431E-4,18756.77
1787,5.0E-8,2000000.0,6.231789E-4,18756.77
1788,6.0E-8,2000000.0,7.478145E-4,18756.77
1789,7.0E-8,2000000.0,8.724503E-4,18756.77
1790,8.0E-8,2000000.0,9.970863E-4,18756.77
1791,9.0E-8,2000000.0,0.001121722,18756.76
1792,1.0E-7,2000000.0,0.001246358,18756.76
1793,2.0E-7,2000000.0,0.002492713,18756.75
1794,3.0E-7,2000000.0,0.003739066,18756.74
1795,4.0E-7,2000000.0,0.004985419,18756.73
1796,5.0E-7,2000000.0,0.006231769,18756.71
1797,6.0E-7,2000000.0,0.007478117,18756.7
1798,7.0E-7,2000000.0,0.008724464,18756.69
1799,8.0E-7,2000000.0,0.009970809,18756.68
1800,9.0E-7,2000000.0,0.01121715,18756.67
1801,1.0E-6,2000000.0,0.01246349,18756.65
1802,2.0E-6,2000000.0,0.02492687,18756.53
1803,3.0E-6,2000000.0,0.03739019,18756.41
1804,4.0E-6,2000000.0,0.04985346,18756.29
1805,5.0E-6,2000000.0,0.06231668,18756.17
1806,6.0E-6,2000000.0,0.07477985,18756.05
1807,7.0E-6,2000000.0,0.08724298,18755.92
1808,8.0E-6,2000000.0,0.09970606,18755.8
1809,9.0E-6,2000000.0,0.1121691,18755.68
1810,1.0E-5,2000000.0,0.1246321,18755.56
1811,2.0E-5,2000000.0,0.2492585,18754.39
1812,3.0E-5,2000000.0,0.3738785,18753.28
1813,4.0E-5,2000000.0,0.4984925,18752.24
1814,5.0E-5,2000000.0,0.6231007,18751.29
1815,6.0E-5,2000000.0,0.7477036,18750.43
1816,7.0E-5,2000000.0,0.8723017,18749.68
1817,8.0E-5,2000000.0,0.9968953,18749.05
1818,9.0E-5,2000000.0,1.121485,18748.55
1819,1.0E-4,2000000.0,1.24607,18748.18
1820,2.0E-4,2000000.0,2.491809,18745.32
1821,3.0E-4,2000000.0,3.737406,18742.6
1822,4.0E-4,2000000.0,4.982807,18740.01
1823,5.0E-4,2000000.0,6.228035,18737.54
1824,6.0E-4,2000000.0,7.473151,18735.2
1825,7.0E-4,2000000.0,8.718204,18732.98
1826,8.0E-4,2000000.0,9.963195,18730.87
1827,9.0E-4,2000000.0,11.20812,18728.87
1828,0.001,2000000.0,12.45299,18726.96
1829,0.002,2000000.0,24.89851,18712.3
1830,0.003,2000000.0,37.33731,18700.95
1831,0.004,2000000.0,49.76932,18692.46
1832,0.005,2000000.0,62.19645,18684.01
1833,0.006,2000000.0,74.62176,18675.57
1834,0.007,2000000.0,87.04264,18668.01
1835,0.008,2000000.0,99.4608,18661.56
1836,0.009,2000000.0,111.8764,18655.91
1837,0.01,2000000.0,124.2881,18650.7
1838,0.02,2000000.0,248.2743,18608.02
1839,0.03,2000000.0,371.9599,18567.74
1840,0.04,2000000.0,495.4723,18536.21
1841,0.05,2000000.0,618.8648,18510.76
1842,0.06,2000000.0,742.151,18485.77
1843,0.07,2000000.0,865.2754,18461.29
1844,0.08,2000000.0,988.2359,18438.48
1845,0.09,2000000.0,1111.058,18417.54
1846,0.1,2000000.0,1233.744,18398.04
1847,0.177828,2000000.0,2185.033,18267.86
1848,0.316228,2000000.0,3865.312,18114.42
1849,0.562341,2000000.0,6843.366,17895.0
1850,1.0,2000000.0,12113.07,17644.39
1851,1.778279,2000000.0,21431.4,17474.79
1852,3.162278,2000000.0,37963.35,17347.49
1853,5.623413,2000000.0,67326.29,17032.14
1854,10.0,2000000.0,119400.8,16683.51
1855,17.78279,2000000.0,213095.4,16392.9
1856,31.62278,2000000.0,384653.4,16262.47
1857,56.23413,2000000.0,712256.1,16522.95
1858,100.0,2000000.0,1375297.0,17575.38
1859,177.8279,2000000.0,2819410.0,19873.42
1860,316.2278,2000000.0,6034324.0,23982.49
1861,562.3413,2000000.0,1.382659E7,31354.03
1862,1000.0,2000000.0,3.331271E7,43364.7
1863,1.0E-10,3000000.0,1.869537E-6,28104.46
1864,2.0E-10,3000000.0,3.739074E-6,28104.46
1865,3.0E-10,3000000.0,5.608612E-6,28104.46
1866,4.0E-10,3000000.0,7.478149E-6,28104.46
1867,5.0E-10,3000000.0,9.347686E-6,28104.46
1868,6.0E-10,3000000.0,1.121723E-5,28104.46
1869,7.0E-10,3000000.0,1.308676E-5,28104.46
1870,8.0E-10,3000000.0,1.49563E-5,28104.46
1871,9.0E-10,3000000.0,1.682583E-5,28104.46
1872,1.0E-9,3000000.0,1.869537E-5,28104.46
1873,2.0E-9,3000000.0,3.739075E-5,28104.46
1874,3.0E-9,3000000.0,5.608611E-5,28104.46
1875,4.0E-9,3000000.0,7.478149E-5,28104.46
1876,5.0E-9,3000000.0,9.347685E-5,28104.46
1877,6.0E-9,3000000.0,1.121722E-4,28104.46
1878,7.0E-9,3000000.0,1.308676E-4,28104.46
1879,8.0E-9,3000000.0,1.49563E-4,28104.46
1880,9.0E-9,3000000.0,1.682583E-4,28104.46
1881,1.0E-8,3000000.0,1.869537E-4,28104.46
1882,2.0E-8,3000000.0,3.739074E-4,28104.46
1883,3.0E-8,3000000.0,5.608611E-4,28104.46
1884,4.0E-8,3000000.0,7.478147E-4,28104.46
1885,5.0E-8,3000000.0,9.347685E-4,28104.46
1886,6.0E-8,3000000.0,0.001121722,28104.46
1887,7.0E-8,3000000.0,0.001308676,28104.45
1888,8.0E-8,3000000.0,0.001495629,28104.45
1889,9.0E-8,3000000.0,0.001682583,28104.45
1890,1.0E-7,3000000.0,0.001869536,28104.45
1891,2.0E-7,3000000.0,0.003739072,28104.44
1892,3.0E-7,3000000.0,0.005608606,28104.43
1893,4.0E-7,3000000.0,0.007478138,28104.42
1894,5.0E-7,3000000.0,0.009347669,28104.41
1895,6.0E-7,3000000.0,0.0112172,28104.4
1896,7.0E-7,3000000.0,0.01308672,28104.39
1897,8.0E-7,3000000.0,0.01495626,28104.38
1898,9.0E-7,3000000.0,0.01682578,28104.37
1899,1.0E-6,3000000.0,0.0186953,28104.36
1900,2.0E-6,3000000.0,0.03739052,28104.26
1901,3.0E-6,3000000.0,0.05608574,28104.16
1902,4.0E-6,3000000.0,0.07478095,28104.05
1903,5.0E-6,3000000.0,0.09347616,28103.95
1904,6.0E-6,3000000.0,0.1121714,28103.85
1905,7.0E-6,3000000.0,0.1308666,28103.75
1906,8.0E-6,3000000.0,0.1495617,28103.65
1907,9.0E-6,3000000.0,0.1682569,28103.55
1908,1.0E-5,3000000.0,0.1869521,28103.45
1909,2.0E-5,3000000.0,0.3739026,28102.43
1910,3.0E-5,3000000.0,0.5608499,28101.41
1911,4.0E-5,3000000.0,0.7477925,28100.41
1912,5.0E-5,3000000.0,0.9347292,28099.45
1913,6.0E-5,3000000.0,1.121661,28098.56
1914,7.0E-5,3000000.0,1.308589,28097.77
1915,8.0E-5,3000000.0,1.495514,28097.1
1916,9.0E-5,3000000.0,1.682438,28096.58
1917,1.0E-4,3000000.0,1.869361,28096.24
1918,2.0E-4,3000000.0,3.738525,28093.9
1919,3.0E-4,3000000.0,5.607553,28091.68
1920,4.0E-4,3000000.0,7.476419,28089.57
1921,5.0E-4,3000000.0,9.3451,28087.56
1922,6.0E-4,3000000.0,11.21358,28085.66
1923,7.0E-4,3000000.0,13.08188,28083.86
1924,8.0E-4,3000000.0,14.95004,28082.15
1925,9.0E-4,3000000.0,16.81808,28080.54
1926,0.001,3000000.0,18.68604,28079.01
1927,0.002,3000000.0,37.3629,28067.45
1928,0.003,3000000.0,56.03516,28059.65
1929,0.004,3000000.0,74.70326,28052.28
1930,0.005,3000000.0,93.36762,28044.72
1931,0.006,3000000.0,112.0287,28038.98
1932,0.007,3000000.0,130.6868,28034.48
1933,0.008,3000000.0,149.3425,28030.27
1934,0.009,3000000.0,167.9961,28025.62
1935,0.01,3000000.0,186.6481,28020.53
1936,0.02,3000000.0,373.0677,27981.63
1937,0.03,3000000.0,559.2416,27954.47
1938,0.04,3000000.0,745.3029,27927.62
1939,0.05,3000000.0,931.2735,27904.99
1940,0.06,3000000.0,1117.136,27885.32
1941,0.07,3000000.0,1302.854,27867.71
1942,0.08,3000000.0,1488.481,27851.3
1943,0.09,3000000.0,1674.0,27835.32
1944,0.1,3000000.0,1859.39,27819.51
1945,0.177828,3000000.0,3299.237,27710.33
1946,0.316228,3000000.0,5855.443,27594.3
1947,0.562341,3000000.0,10393.75,27434.91
1948,1.0,3000000.0,18443.38,27265.65
1949,1.778279,3000000.0,32705.71,27132.93
1950,3.162278,3000000.0,57960.38,26913.18
1951,5.623413,3000000.0,102665.0,26590.82
1952,10.0,3000000.0,182015.3,26237.28
1953,17.78279,3000000.0,323624.2,25906.4
1954,31.62278,3000000.0,578567.6,25659.75
1955,56.23413,3000000.0,1048379.0,25697.52
1956,100.0,3000000.0,1948854.0,26396.13
1957,177.8279,3000000.0,3766839.0,28206.48
1958,316.2278,3000000.0,7584664.0,31797.96
1959,562.3413,3000000.0,1.632636E7,38179.05
1960,1000.0,3000000.0,3.723997E7,49435.97
1961,1.0E-10,6000000.0,3.739074E-6,56147.52
1962,2.0E-10,6000000.0,7.478147E-6,56147.52
1963,3.0E-10,6000000.0,1.121722E-5,56147.52
1964,4.0E-10,6000000.0,1.49563E-5,56147.52
1965,5.0E-10,6000000.0,1.869537E-5,56147.52
1966,6.0E-10,6000000.0,2.243445E-5,56147.52
1967,7.0E-10,6000000.0,2.617352E-5,56147.52
1968,8.0E-10,6000000.0,2.99126E-5,56147.52
1969,9.0E-10,6000000.0,3.365167E-5,56147.52
1970,1.0E-9,6000000.0,3.739074E-5,56147.52
1971,2.0E-9,6000000.0,7.47815E-5,56147.52
1972,3.0E-9,6000000.0,1.121722E-4,56147.52
1973,4.0E-9,6000000.0,1.495629E-4,56147.52
1974,5.0E-9,6000000.0,1.869537E-4,56147.52
1975,6.0E-9,6000000.0,2.243445E-4,56147.52
1976,7.0E-9,6000000.0,2.617352E-4,56147.52
1977,8.0E-9,6000000.0,2.99126E-4,56147.52
1978,9.0E-9,6000000.0,3.365167E-4,56147.52
1979,1.0E-8,6000000.0,3.739074E-4,56147.52
1980,2.0E-8,6000000.0,7.478148E-4,56147.52
1981,3.0E-8,6000000.0,0.001121722,56147.52
1982,4.0E-8,6000000.0,0.00149563,56147.52
1983,5.0E-8,6000000.0,0.001869538,56147.52
1984,6.0E-8,6000000.0,0.002243444,56147.52
1985,7.0E-8,6000000.0,0.002617352,56147.51
1986,8.0E-8,6000000.0,0.002991259,56147.51
1987,9.0E-8,6000000.0,0.003365167,56147.51
1988,1.0E-7,6000000.0,0.003739074,56147.51
1989,2.0E-7,6000000.0,0.007478146,56147.51
1990,3.0E-7,6000000.0,0.01121722,56147.5
1991,4.0E-7,6000000.0,0.01495629,56147.49
1992,5.0E-7,6000000.0,0.01869536,56147.48
1993,6.0E-7,6000000.0,0.02243443,56147.48
1994,7.0E-7,6000000.0,0.0261735,56147.47
1995,8.0E-7,6000000.0,0.02991256,56147.46
1996,9.0E-7,6000000.0,0.03365163,56147.45
1997,1.0E-6,6000000.0,0.03739069,56147.45
1998,2.0E-6,6000000.0,0.07478125,56147.37
1999,3.0E-6,6000000.0,0.1121718,56147.3
2000,4.0E-6,6000000.0,0.1495623,56147.22
2001,5.0E-6,6000000.0,0.1869529,56147.11
2002,6.0E-6,6000000.0,0.2243434,56147.11
2003,7.0E-6,6000000.0,0.2617339,56147.11
2004,8.0E-6,6000000.0,0.2991245,56147.11
2005,9.0E-6,6000000.0,0.336515,56147.11
2006,1.0E-5,6000000.0,0.3739055,56147.11
2007,2.0E-5,6000000.0,0.7478101,56147.11
2008,3.0E-5,6000000.0,1.121714,56147.11
2009,4.0E-5,6000000.0,1.495617,56147.11
2010,5.0E-5,6000000.0,1.86952,56147.17
2011,6.0E-5,6000000.0,2.243421,56147.11
2012,7.0E-5,6000000.0,2.617323,56147.1
2013,8.0E-5,6000000.0,2.991223,56147.1
2014,9.0E-5,6000000.0,3.365122,56147.1
2015,1.0E-4,6000000.0,3.739021,56147.05
2016,2.0E-4,6000000.0,7.477966,56146.1
2017,3.0E-4,6000000.0,11.21683,56144.64
2018,4.0E-4,6000000.0,14.95561,56142.8
2019,5.0E-4,6000000.0,18.6943,56140.69
2020,6.0E-4,6000000.0,22.43292,56138.43
2021,7.0E-4,6000000.0,26.17145,56136.15
2022,8.0E-4,6000000.0,29.90991,56133.97
2023,9.0E-4,6000000.0,33.6483,56131.98
