recno,rho,T,P,u
585,0.08,700.0,0.4865592,-1582.594
586,0.09,700.0,0.6074228,-1582.47
587,0.1,700.0,0.7491815,-1582.319
588,0.2,700.0,3.727219,-1575.832
589,0.3,700.0,10.61421,-1567.419
590,0.4,700.0,23.1458,-1556.387
591,0.5,700.0,41.72342,-1542.469
592,0.6,700.0,66.81986,-1526.498
593,0.7,700.0,99.3111,-1509.646
594,0.8,700.0,137.2009,-1491.526
595,0.9,700.0,179.946,-1472.94
596,1.0,700.0,224.9846,-1452.38
597,1.2,700.0,323.8485,-1406.363
598,1.4,700.0,471.5099,-1362.102
599,1.6,700.0,648.956,-1314.433
600,1.8,700.0,853.9678,-1264.219
601,2.0,700.0,1085.694,-1212.284
602,2.2,700.0,1343.0,-1158.683
603,3.0,700.0,2622.47,-934.4823
604,4.0,700.0,4757.22,-643.7383
605,5.0,700.0,7451.337,-348.956
606,8.99999,700.0,23097.5,776.72
607,12.0,700.0,39630.6,1614.46
608,15.0,700.0,59914.0,2426.62
609,20.0,700.0,101460.0,3729.2
610,30.0,700.0,210822.0,6158.97
611,50.0,700.0,523362.0,10586.3
612,70.0,700.0,945963.0,14605.3
613,100.0,700.0,1763504.0,20154.47
614,150.0,700.0,3565711.0,28484.61
615,200.0,700.0,5860893.0,36088.61
616,250.0,700.0,8606055.0,43181.14
617,300.0,700.0,1.177048E7,49884.23
618,350.0,700.0,1.533063E7,56275.93
619,400.0,700.0,1.926759E7,62410.1
620,450.0,700.0,2.356573E7,68325.9
621,500.0,700.0,2.821172E7,74053.02
622,600.0,700.0,3.850278E7,85029.22
623,700.0,700.0,5.006415E7,95475.52
624,800.0,700.0,6.28345E7,105485.5
625,900.0,700.0,7.676301E7,115127.0
626,1000.0,700.0,9.180656E7,124450.9
627,1200.0,700.0,1.250949E8,142297.1
628,1400.0,700.0,1.624516E8,159257.1
629,1600.0,700.0,2.036787E8,175490.1
630,1800.0,700.0,2.485893E8,191113.4
631,3.0E-8,1000.0,1.237488E-7,-1579.826
632,4.0E-8,1000.0,1.649984E-7,-1579.826
633,5.0E-8,1000.0,2.062479E-7,-1579.826
634,6.0E-8,1000.0,2.474975E-7,-1579.826
635,7.0E-8,1000.0,2.887471E-7,-1579.826
636,8.0E-8,1000.0,3.299967E-7,-1579.826
637,9.0E-8,1000.0,3.712464E-7,-1579.826
638,1.0E-7,1000.0,4.12496E-7,-1579.826
639,2.0E-7,1000.0,8.249933E-7,-1579.826
640,3.0E-7,1000.0,1.237491E-6,-1579.826
641,4.0E-7,1000.0,1.649988E-6,-1579.826
642,5.0E-7,1000.0,2.062486E-6,-1579.826
643,6.0E-7,1000.0,2.474986E-6,-1579.826
644,7.0E-7,1000.0,2.887486E-6,-1579.826
645,8.0E-7,1000.0,3.299987E-6,-1579.826
646,9.0E-7,1000.0,3.712488E-6,-1579.826
647,1.0E-6,1000.0,4.124989E-6,-1579.826
648,2.0E-6,1000.0,8.250041E-6,-1579.826
649,3.0E-6,1000.0,1.237515E-5,-1579.826
650,4.0E-6,1000.0,1.650033E-5,-1579.826
651,5.0E-6,1000.0,2.062557E-5,-1579.826
652,6.0E-6,1000.0,2.475087E-5,-1579.826
653,7.0E-6,1000.0,2.887623E-5,-1579.826
654,8.0E-6,1000.0,3.300165E-5,-1579.826
655,9.0E-6,1000.0,3.712714E-5,-1579.826
656,1.0E-5,1000.0,4.125269E-5,-1579.826
657,2.0E-5,1000.0,8.251162E-5,-1579.826
658,3.0E-5,1000.0,1.237768E-4,-1579.826
659,4.0E-5,1000.0,1.650481E-4,-1579.826
660,5.0E-5,1000.0,2.063258E-4,-1579.826
661,6.0E-5,1000.0,2.476096E-4,-1579.826
662,7.0E-5,1000.0,2.888996E-4,-1579.826
663,8.0E-5,1000.0,3.301959E-4,-1579.826
664,9.0E-5,1000.0,3.714983E-4,-1579.826
665,1.0E-4,1000.0,4.128071E-4,-1579.826
666,2.0E-4,1000.0,8.262376E-4,-1579.826
667,3.0E-4,1000.0,0.001240292,-1579.826
668,4.0E-4,1000.0,0.001654973,-1579.825
669,5.0E-4,1000.0,0.002070281,-1579.825
670,6.0E-4,1000.0,0.002486216,-1579.825
671,7.0E-4,1000.0,0.002902781,-1579.825
672,8.0E-4,1000.0,0.003319975,-1579.824
673,9.0E-4,1000.0,0.003737802,-1579.824
674,0.001,1000.0,0.004156261,-1579.824
675,0.002,1000.0,0.00837592,-1579.822
676,0.003,1000.0,0.01266017,-1579.819
677,0.004,1000.0,0.01701022,-1579.817
678,0.005,1000.0,0.0214273,-1579.814
679,0.006,1000.0,0.02591267,-1579.811
680,0.007,1000.0,0.03046757,-1579.808
681,0.008,1000.0,0.03509328,-1579.805
682,0.009,1000.0,0.03979109,-1579.802
683,0.01,1000.0,0.04456232,-1579.799
684,0.02,1000.0,0.0966127,-1579.759
685,0.03,1000.0,0.1575698,-1579.704
686,0.04,1000.0,0.2290228,-1579.634
687,0.05,1000.0,0.3127312,-1579.546
688,0.06,1000.0,0.4106232,-1579.438
689,0.07,1000.0,0.5247908,-1579.307
690,0.08,1000.0,0.6574885,-1579.153
691,0.09,1000.0,0.8110965,-1578.971
692,0.1,1000.0,0.988156,-1578.762
693,0.2,1000.0,4.735,-1572.354
694,0.3,1000.0,13.068,-1563.814
695,0.4,1000.0,26.782,-1551.628
696,0.5,1000.0,46.663,-1536.808
697,0.6,1000.0,71.784,-1520.462
698,0.7,1000.0,102.712,-1503.855
699,0.8,1000.0,139.415,-1485.917
700,0.9,1000.0,171.687,-1460.494
701,1.0,1000.0,211.48,-1439.357
702,1.2,1000.0,329.2959,-1399.023
703,1.4,1000.0,479.6185,-1354.673
704,1.6,1000.0,658.2222,-1307.022
705,1.8,1000.0,864.4372,-1256.833
706,2.0,1000.0,1097.596,-1203.662
707,2.2,1000.0,1356.23,-1151.043
708,3.0,1000.0,2640.39,-926.9643
709,4.0,1000.0,4781.27,-635.5013
710,5.0,1000.0,7483.0,-338.975
711,9.0,1000.0,23167.0,788.25
712,12.0,1000.0,39669.7,1619.42
713,15.0,1000.0,59965.4,2431.97
714,20.0,1000.0,101562.0,3737.71
715,30.0,1000.0,211056.0,6171.91
716,50.0,1000.0,523406.0,10587.3
717,70.0,1000.0,946259.0,14612.9
718,100.0,1000.0,1764123.0,20169.22
719,150.0,1000.0,3566639.0,28499.88
720,200.0,1000.0,5862130.0,36104.28
721,250.0,1000.0,8607606.0,43197.15
722,300.0,1000.0,1.177234E7,49900.52
723,350.0,1000.0,1.533282E7,56292.5
724,400.0,1000.0,1.927012E7,62426.9
725,450.0,1000.0,2.356858E7,68342.94
726,500.0,1000.0,2.821492E7,74070.26
727,600.0,1000.0,3.850664E7,85046.85
728,700.0,1000.0,5.006872E7,95493.5
729,800.0,1000.0,6.283978E7,105503.8
730,900.0,1000.0,7.676902E7,115145.6
731,1000.0,1000.0,9.181329E7,124469.8
732,1200.0,1000.0,1.251031E8,142316.4
733,1400.0,1000.0,1.624614E8,159276.9
734,1600.0,1000.0,2.036901E8,175510.2
735,1800.0,1000.0,2.486022E8,191133.9
736,3.0E-8,2000.0,2.505118E-7,-1566.107
737,4.0E-8,2000.0,3.334797E-7,-1566.46
738,5.0E-8,2000.0,4.163927E-7,-1566.704
739,6.0E-8,2000.0,4.992653E-7,-1566.881
740,7.0E-8,2000.0,5.821082E-7,-1567.019
741,8.0E-8,2000.0,6.649276E-7,-1567.132
742,9.0E-8,2000.0,7.47727E-7,-1567.225
743,1.0E-7,2000.0,8.3051E-7,-1567.303
744,2.0E-7,2000.0,1.657797E-6,-1567.73
745,3.0E-7,2000.0,2.48455E-6,-1567.919
746,4.0E-7,2000.0,3.311026E-6,-1568.031
747,5.0E-7,2000.0,4.137329E-6,-1568.108
748,6.0E-7,2000.0,4.963505E-6,-1568.164
749,7.0E-7,2000.0,5.789588E-6,-1568.209
750,8.0E-7,2000.0,6.615597E-6,-1568.245
751,9.0E-7,2000.0,7.441543E-6,-1568.274
752,1.0E-6,2000.0,8.267438E-6,-1568.299
753,2.0E-6,2000.0,1.652469E-5,-1568.434
754,3.0E-6,2000.0,2.478043E-5,-1568.494
755,4.0E-6,2000.0,3.303556E-5,-1568.53
756,5.0E-6,2000.0,4.129016E-5,-1568.554
757,6.0E-6,2000.0,4.95444E-5,-1568.572
758,7.0E-6,2000.0,5.779845E-5,-1568.586
759,8.0E-6,2000.0,6.60524E-5,-1568.597
760,9.0E-6,2000.0,7.430627E-5,-1568.606
761,1.0E-5,2000.0,8.25601E-5,-1568.614
762,2.0E-5,2000.0,1.65099E-4,-1568.657
763,3.0E-5,2000.0,2.476438E-4,-1568.676
764,4.0E-5,2000.0,3.301971E-4,-1568.687
765,5.0E-5,2000.0,4.127598E-4,-1568.695
766,6.0E-5,2000.0,4.953325E-4,-1568.701
767,7.0E-5,2000.0,5.779156E-4,-1568.705
768,8.0E-5,2000.0,6.605091E-4,-1568.708
769,9.0E-5,2000.0,7.431132E-4,-1568.711
770,1.0E-4,2000.0,8.25728E-4,-1568.713
771,2.0E-4,2000.0,0.001652479,-1568.726
772,3.0E-4,2000.0,0.002480337,-1568.731
773,4.0E-4,2000.0,0.003309316,-1568.733
774,5.0E-4,2000.0,0.00413942,-1568.734
775,6.0E-4,2000.0,0.004970651,-1568.735
776,7.0E-4,2000.0,0.005803011,-1568.735
777,8.0E-4,2000.0,0.006636502,-1568.735
778,9.0E-4,2000.0,0.007471127,-1568.735
779,0.001,2000.0,0.008306889,-1568.734
780,0.002,2000.0,0.01672735,-1568.726
781,0.003,2000.0,0.02526319,-1568.716
782,0.004,2000.0,0.033916,-1568.705
783,0.005,2000.0,0.04268734,-1568.692
784,0.006,2000.0,0.05157879,-1568.68
785,0.007,2000.0,0.06059196,-1568.667
786,0.008,2000.0,0.06972839,-1568.654
787,0.009,2000.0,0.07898967,-1568.641
788,0.01,2000.0,0.08837764,-1568.628
789,0.02,2000.0,0.1895844,-1568.481
790,0.03,2000.0,0.3053193,-1568.313
791,0.04,2000.0,0.4374036,-1568.122
792,0.05,2000.0,0.5877718,-1567.907
793,0.06,2000.0,0.7584632,-1567.665
794,0.07,2000.0,0.9516169,-1567.395
795,0.08,2000.0,1.169464,-1567.096
796,0.09,2000.0,1.414302,-1566.766
797,0.1,2000.0,1.688511,-1566.403
798,0.2,2000.0,6.671,-1556.499
799,0.3,2000.0,15.541,-1546.485
800,0.4,2000.0,30.97,-1533.767
801,0.5,2000.0,51.24,-1518.634
802,0.6,2000.0,76.563,-1500.803
803,0.7,2000.0,98.107,-1474.92
804,0.8,2000.0,130.161,-1456.105
805,0.9,2000.0,172.555,-1438.372
806,1.0,2000.0,223.763,-1419.725
807,1.2,2000.0,349.0484,-1379.337
808,1.4,2000.0,503.7978,-1334.506
809,1.6,2000.0,686.7298,-1286.372
810,1.8,2000.0,896.5989,-1235.826
811,2.0,2000.0,1133.501,-1181.998
812,2.2,2000.0,1395.57,-1129.32
813,3.0,2000.0,2694.59,-903.7873
814,4.0,2000.0,4852.47,-611.5903
815,5.0,2000.0,7574.162,-313.503
816,9.0,2000.0,23325.8,815.52
817,12.0,2000.0,39780.8,1633.63
818,15.0,2000.0,60103.0,2446.15
819,20.0,2000.0,101911.0,3766.82
820,30.0,2000.0,211561.0,6201.48
821,50.0,2000.0,524301.0,10619.7
822,70.0,2000.0,947563.0,14647.3
823,100.0,2000.0,1765989.0,20210.93
824,150.0,2000.0,3569430.0,28542.9
825,200.0,2000.0,5865839.0,36148.2
826,250.0,2000.0,8612228.0,43241.78
827,300.0,2000.0,1.177788E7,49945.76
828,350.0,2000.0,1.533927E7,56338.26
829,400.0,2000.0,1.927749E7,62473.14
830,450.0,2000.0,2.357687E7,68389.62
831,500.0,2000.0,2.822412E7,74117.34
832,600.0,2000.0,3.85177E7,85094.68
833,700.0,2000.0,5.008166E7,95542.0
834,800.0,2000.0,6.285462E7,105553.0
835,900.0,2000.0,7.678578E7,115195.3
836,1000.0,2000.0,9.183199E7,124520.1
837,1200.0,2000.0,1.251258E8,142367.7
838,1400.0,2000.0,1.62488E8,159329.1
839,1600.0,2000.0,2.037209E8,175563.3
840,1800.0,2000.0,2.486371E8,191187.7
841,3.0E-8,3000.0,6.007653E-7,-1421.745
842,4.0E-8,3000.0,7.765758E-7,-1432.479
843,5.0E-8,3000.0,9.472209E-7,-1440.822
844,6.0E-8,3000.0,1.113898E-6,-1447.527
845,7.0E-8,3000.0,1.27742E-6,-1453.038
846,8.0E-8,3000.0,1.438543E-6,-1457.764
847,9.0E-8,3000.0,1.597639E-6,-1461.883
848,1.0E-7,3000.0,1.754924E-6,-1465.48
849,2.0E-7,3000.0,3.266229E-6,-1486.967
850,3.0E-7,3000.0,4.715984E-6,-1497.678
851,4.0E-7,3000.0,6.133376E-6,-1504.547
852,5.0E-7,3000.0,7.529176E-6,-1509.287
853,6.0E-7,3000.0,8.910918E-6,-1513.002
854,7.0E-7,3000.0,1.028109E-5,-1515.956
855,8.0E-7,3000.0,1.164162E-5,-1518.317
856,9.0E-7,3000.0,1.299442E-5,-1520.253
857,1.0E-6,3000.0,1.434135E-5,-1521.925
858,2.0E-6,3000.0,2.760205E-5,-1531.458
859,3.0E-6,3000.0,4.066002E-5,-1535.916
860,4.0E-6,3000.0,5.360719E-5,-1538.505
861,5.0E-6,3000.0,6.649035E-5,-1540.359
862,6.0E-6,3000.0,7.932492E-5,-1541.759
863,7.0E-6,3000.0,9.21202E-5,-1542.818
864,8.0E-6,3000.0,1.048855E-4,-1543.652
865,9.0E-6,3000.0,1.176293E-4,-1544.363
866,1.0E-5,3000.0,1.303549E-4,-1544.986
867,2.0E-5,3000.0,2.56933E-4,-1548.316
868,3.0E-5,3000.0,3.828784E-4,-1549.838
869,4.0E-5,3000.0,5.084917E-4,-1550.713
870,5.0E-5,3000.0,6.339175E-4,-1551.344
871,6.0E-5,3000.0,7.591982E-4,-1551.804
872,7.0E-5,3000.0,8.843698E-4,-1552.146
873,8.0E-5,3000.0,0.001009468,-1552.422
874,9.0E-5,3000.0,0.001134514,-1552.66
875,1.0E-4,3000.0,0.001259514,-1552.866
876,2.0E-4,3000.0,0.002508176,-1553.953
877,3.0E-4,3000.0,0.003756298,-1554.437
878,4.0E-4,3000.0,0.005004877,-1554.721
879,5.0E-4,3000.0,0.006254312,-1554.921
880,6.0E-4,3000.0,0.007504764,-1555.063
881,7.0E-4,3000.0,0.008756386,-1555.172
882,8.0E-4,3000.0,0.01000928,-1555.262
883,9.0E-4,3000.0,0.01126349,-1555.338
884,0.001,3000.0,0.01251903,-1555.401
885,0.002,3000.0,0.02515284,-1555.725
886,0.003,3000.0,0.03793617,-1555.858
887,0.004,3000.0,0.05087393,-1555.927
888,0.005,3000.0,0.06396909,-1555.968
889,0.006,3000.0,0.07722391,-1555.992
890,0.007,3000.0,0.09064047,-1556.005
891,0.008,3000.0,0.1042208,-1556.011
892,0.009,3000.0,0.1179669,-1556.012
893,0.01,3000.0,0.1318806,-1556.009
894,0.02,3000.0,0.2806389,-1555.873
895,0.03,3000.0,0.4481941,-1555.65
896,0.04,3000.0,0.636451,-1555.382
897,0.05,3000.0,0.8473861,-1555.075
898,0.06,3000.0,1.083047,-1554.733
899,0.07,3000.0,1.345587,-1554.357
900,0.08,3000.0,1.637018,-1553.947
901,0.09,3000.0,1.959698,-1553.501
902,0.1,3000.0,2.315782,-1553.018
903,0.2,3000.0,8.302043,-1543.957
904,0.3,3000.0,19.18,-1530.404
905,0.4,3000.0,34.588,-1514.958
906,0.5,3000.0,51.412,-1493.688
907,0.6,3000.0,71.725,-1471.708
908,0.7,3000.0,101.135,-1455.098
909,0.8,3000.0,138.738,-1438.678
910,0.9,3000.0,185.012,-1420.871
911,1.0,3000.0,238.262,-1402.574
912,1.2,3000.0,367.8505,-1361.339
913,1.4,3000.0,526.3675,-1315.954
914,1.6,3000.0,712.3224,-1267.473
915,1.8,3000.0,925.6687,-1216.408
916,2.0,3000.0,1164.925,-1162.734
917,2.2,3000.0,1431.34,-1109.245
918,3.0,3000.0,2743.14,-882.9233
919,4.0,3000.0,4916.89,-589.68
920,5.0,3000.0,7654.846,-290.808
921,9.0,3000.0,23470.7,840.24
922,12.0,3000.0,40130.5,1680.68
923,15.0,3000.0,60530.3,2494.0
924,20.0,3000.0,102239.0,3794.53
925,30.0,3000.0,212054.0,6230.01
926,50.0,3000.0,525196.0,10652.9
927,70.0,3000.0,948693.0,14676.9
928,100.0,3000.0,1767688.0,20246.86
929,150.0,3000.0,3571987.0,28580.03
930,200.0,3000.0,5869250.0,36186.12
931,250.0,3000.0,8616485.0,43280.27
932,300.0,3000.0,1.178298E7,49984.7
933,350.0,3000.0,1.534519E7,56377.56
934,400.0,3000.0,1.928423E7,62512.75
935,450.0,3000.0,2.358443E7,68429.49
936,500.0,3000.0,2.82325E7,74157.46
937,600.0,3000.0,3.852773E7,85135.26
938,700.0,3000.0,5.009332E7,95582.97
939,800.0,3000.0,6.28679E7,105594.3
940,900.0,3000.0,7.680068E7,115236.9
941,1000.0,3000.0,9.184853E7,124562.0
942,1200.0,3000.0,1.251456E8,142410.2
943,1400.0,3000.0,1.625111E8,159372.0
944,1600.0,3000.0,2.037472E8,175606.7
945,1800.0,3000.0,2.486669E8,191231.6
946,3.0E-8,4000.0,9.840699E-7,-1328.617
947,4.0E-8,4000.0,1.309543E-6,-1329.459
948,5.0E-8,4000.0,1.633791E-6,-1330.288
949,6.0E-8,4000.0,1.956841E-6,-1331.104
950,7.0E-8,4000.0,2.27872E-6,-1331.908
951,8.0E-8,4000.0,2.599453E-6,-1332.701
952,9.0E-8,4000.0,2.919065E-6,-1333.482
953,1.0E-7,4000.0,3.237579E-6,-1334.252
954,2.0E-7,4000.0,6.367084E-6,-1341.391
955,3.0E-7,4000.0,9.407971E-6,-1347.674
956,4.0E-7,4000.0,1.237451E-5,-1353.272
957,5.0E-7,4000.0,1.527748E-5,-1358.312
958,6.0E-7,4000.0,1.812528E-5,-1362.887
959,7.0E-7,4000.0,2.092446E-5,-1367.068
960,8.0E-7,4000.0,2.368099E-5,-1370.918
961,9.0E-7,4000.0,2.639888E-5,-1374.477
962,1.0E-6,4000.0,2.908166E-5,-1377.78
963,2.0E-6,4000.0,5.452877E-5,-1401.801
964,3.0E-6,4000.0,7.836947E-5,-1416.868
965,4.0E-6,4000.0,1.012549E-4,-1427.635
966,5.0E-6,4000.0,1.234664E-4,-1435.782
967,6.0E-6,4000.0,1.451955E-4,-1442.315
968,7.0E-6,4000.0,1.665502E-4,-1447.754
969,8.0E-6,4000.0,1.875853E-4,-1452.307
970,9.0E-6,4000.0,2.08355E-4,-1456.177
971,1.0E-5,4000.0,2.289128E-4,-1459.568
972,2.0E-5,4000.0,4.270544E-4,-1479.92
973,3.0E-5,4000.0,6.177563E-4,-1490.068
974,4.0E-5,4000.0,8.044871E-4,-1496.339
975,5.0E-5,4000.0,9.887744E-4,-1500.897
976,6.0E-5,4000.0,0.001171166,-1504.252
977,7.0E-5,4000.0,0.001352177,-1506.859
978,8.0E-5,4000.0,0.001532203,-1509.059
979,9.0E-5,4000.0,0.001711376,-1510.933
980,1.0E-4,4000.0,0.001889789,-1512.528
981,2.0E-4,4000.0,0.003649287,-1521.228
982,3.0E-4,4000.0,0.005385632,-1525.157
983,4.0E-4,4000.0,0.007111454,-1527.623
984,5.0E-4,4000.0,0.008830531,-1529.274
985,6.0E-4,4000.0,0.01054565,-1530.484
986,7.0E-4,4000.0,0.01225853,-1531.465
987,8.0E-4,4000.0,0.01396973,-1532.263
988,9.0E-4,4000.0,0.01567978,-1532.914
989,0.001,4000.0,0.01738917,-1533.451
990,0.002,4000.0,0.03450761,-1536.432
991,0.003,4000.0,0.05173782,-1537.759
992,0.004,4000.0,0.06911876,-1538.53
993,0.005,4000.0,0.08666789,-1539.055
994,0.006,4000.0,0.1043937,-1539.429
995,0.007,4000.0,0.1223031,-1539.716
996,0.008,4000.0,0.1404005,-1539.941
997,0.009,4000.0,0.1586899,-1540.12
998,0.01,4000.0,0.1771747,-1540.267
999,0.02,4000.0,0.3733243,-1540.896
1000,0.03,4000.0,0.5915432,-1540.953
1001,0.04,4000.0,0.8338615,-1540.804
1002,0.05,4000.0,1.102278,-1540.542
1003,0.06,4000.0,1.398806,-1540.201
1004,0.07,4000.0,1.725541,-1539.797
1005,0.08,4000.0,2.084469,-1539.339
1006,0.09,4000.0,2.477805,-1538.83
1007,0.1,4000.0,2.907419,-1538.273
1008,0.2,4000.0,9.597096,-1527.338
1009,0.3,4000.0,20.299,-1508.996
1010,0.4,4000.0,34.276,-1487.536
1011,0.5,4000.0,51.389,-1468.414
1012,0.6,4000.0,75.778,-1452.678
1013,0.7,4000.0,108.369,-1437.887
1014,0.8,4000.0,148.709,-1421.992
1015,0.9,4000.0,196.905,-1404.586
1016,1.0,4000.0,253.045,-1385.343
1017,1.2,4000.0,385.517,-1343.911
1018,1.4,4000.0,546.9962,-1298.219
1019,1.6,4000.0,736.1846,-1249.386
1020,1.8,4000.0,952.8552,-1197.938
1021,2.0,4000.0,1195.685,-1143.708
1022,2.2,4000.0,1464.17,-1090.253
1023,3.0,4000.0,2789.27,-862.6843
1024,4.0,4000.0,4976.69,-568.942
1025,5.0,4000.0,7731.136,-269.16
1026,9.0,4000.0,23606.4,863.38
1027,12.0,4000.0,40316.7,1705.44
1028,15.0,4000.0,60765.7,2519.42
1029,20.0,4000.0,102534.0,3818.84
1030,30.0,4000.0,212521.0,6256.9
1031,50.0,4000.0,525989.0,10681.5
1032,70.0,4000.0,949860.0,14707.9
1033,100.0,4000.0,1769287.0,20279.65
1034,150.0,4000.0,3574405.0,28613.91
1035,200.0,4000.0,5872482.0,36220.77
1036,250.0,4000.0,8620530.0,43315.48
1037,300.0,4000.0,1.178783E7,50020.34
1038,350.0,4000.0,1.535085E7,56413.54
1039,400.0,4000.0,1.929068E7,62549.02
1040,450.0,4000.0,2.359167E7,68466.02
1041,500.0,4000.0,2.824053E7,74194.2
1042,600.0,4000.0,3.853731E7,85172.33
1043,700.0,4000.0,5.010444E7,95620.32
1044,800.0,4000.0,6.288055E7,105631.9
1045,900.0,4000.0,7.681487E7,115274.8
1046,1000.0,4000.0,9.186425E7,124600.0
1047,1200.0,4000.0,1.251644E8,142448.6
1048,1400.0,4000.0,1.625329E8,159410.8
1049,1600.0,4000.0,2.03772E8,175645.8
1050,1800.0,4000.0,2.486947E8,191271.0
1051,3.0E-8,5000.0,1.236975E-6,-1313.817
1052,4.0E-8,5000.0,1.649054E-6,-1313.88
1053,5.0E-8,5000.0,2.061013E-6,-1313.943
1054,6.0E-8,5000.0,2.472853E-6,-1314.006
1055,7.0E-8,5000.0,2.884573E-6,-1314.07
1056,8.0E-8,5000.0,3.296174E-6,-1314.133
1057,9.0E-8,5000.0,3.707656E-6,-1314.196
1058,1.0E-7,5000.0,4.119019E-6,-1314.259
1059,2.0E-7,5000.0,8.226161E-6,-1314.884
1060,3.0E-7,5000.0,1.232164E-5,-1315.502
1061,4.0E-7,5000.0,1.640569E-5,-1316.113
1062,5.0E-7,5000.0,2.047848E-5,-1316.717
1063,6.0E-7,5000.0,2.454019E-5,-1317.315
1064,7.0E-7,5000.0,2.859101E-5,-1317.906
1065,8.0E-7,5000.0,3.263112E-5,-1318.491
1066,9.0E-7,5000.0,3.666069E-5,-1319.069
1067,1.0E-6,5000.0,4.067988E-5,-1319.641
1068,2.0E-6,5000.0,8.033495E-5,-1325.048
1069,3.0E-6,5000.0,1.191079E-4,-1329.954
1070,4.0E-6,5000.0,1.571112E-4,-1334.437
1071,5.0E-6,5000.0,1.944359E-4,-1338.562
1072,6.0E-6,5000.0,2.311543E-4,-1342.376
1073,7.0E-6,5000.0,2.673293E-4,-1345.921
1074,8.0E-6,5000.0,3.030135E-4,-1349.23
1075,9.0E-6,5000.0,3.382471E-4,-1352.328
1076,1.0E-5,5000.0,3.730692E-4,-1355.239
1077,2.0E-5,5000.0,7.043713E-4,-1377.309
1078,3.0E-5,5000.0,0.001015092,-1391.898
1079,4.0E-5,5000.0,0.00131297,-1402.599
1080,5.0E-5,5000.0,0.001601819,-1410.913
1081,6.0E-5,5000.0,0.001883995,-1417.696
1082,7.0E-5,5000.0,0.002160683,-1423.3
1083,8.0E-5,5000.0,0.002433013,-1428.057
1084,9.0E-5,5000.0,0.002701912,-1432.231
1085,1.0E-4,5000.0,0.002967771,-1435.915
1086,2.0E-4,5000.0,0.005518784,-1458.028
1087,3.0E-4,5000.0,0.007962936,-1469.122
1088,4.0E-4,5000.0,0.01035251,-1476.298
1089,5.0E-4,5000.0,0.01270558,-1481.252
1090,6.0E-4,5000.0,0.01503554,-1485.104
1091,7.0E-4,5000.0,0.01734742,-1488.189
1092,8.0E-4,5000.0,0.01964449,-1490.672
1093,9.0E-4,5000.0,0.02193002,-1492.715
1094,0.001,5000.0,0.02420716,-1494.479
1095,0.002,5000.0,0.04672648,-1504.469
1096,0.003,5000.0,0.06909856,-1509.055
1097,0.004,5000.0,0.0915021,-1511.821
1098,0.005,5000.0,0.1140055,-1513.71
1099,0.006,5000.0,0.1366474,-1515.103
1100,0.007,5000.0,0.159451,-1516.192
1101,0.008,5000.0,0.1824296,-1517.056
1102,0.009,5000.0,0.2055964,-1517.768
1103,0.01,5000.0,0.2289601,-1518.37
1104,0.02,5000.0,0.4745547,-1521.42
1105,0.03,5000.0,0.7442009,-1522.497
1106,0.04,5000.0,1.040328,-1522.91
1107,0.05,5000.0,1.365054,-1522.993
1108,0.06,5000.0,1.720413,-1522.871
1109,0.07,5000.0,2.108415,-1522.608
1110,0.08,5000.0,2.530977,-1522.236
1111,0.09,5000.0,2.990199,-1521.776
1112,0.1,5000.0,3.487789,-1521.237
1113,0.2,5000.0,10.76571,-1506.483
1114,0.3,5000.0,21.228,-1483.392
1115,0.4,5000.0,34.576,-1463.581
1116,0.5,5000.0,54.414,-1449.757
1117,0.6,5000.0,81.878,-1435.986
1118,0.7,5000.0,116.492,-1422.145
1119,0.8,5000.0,159.051,-1405.811
1120,0.9,5000.0,208.395,-1388.263
1121,1.0,5000.0,265.926,-1369.293
1122,1.2,5000.0,402.1523,-1327.031
1123,1.4,5000.0,566.9798,-1280.82
1124,1.6,5000.0,759.546,-1231.439
1125,1.8,5000.0,978.5716,-1179.888
1126,2.0,5000.0,1224.461,-1125.314
1127,2.2,5000.0,1495.5,-1071.836
1128,3.0,5000.0,2831.14,-843.7883
1129,4.0,5000.0,5033.84,-548.976
1130,5.0,5000.0,7804.101,-248.31
1131,9.0,5000.0,23733.8,885.25
1132,12.0,5000.0,40485.0,1727.77
1133,15.0,5000.0,60986.4,2543.39
1134,20.0,5000.0,102833.0,3843.74
1135,30.0,5000.0,212951.0,6281.45
1136,50.0,5000.0,526712.0,10707.2
1137,70.0,5000.0,950904.0,14734.9
1138,100.0,5000.0,1770818.0,20310.34
1139,150.0,5000.0,3576722.0,28645.65
1140,200.0,5000.0,5875589.0,36253.23
1141,250.0,5000.0,8624423.0,43348.48
1142,300.0,5000.0,1.17925E7,50053.76
1143,350.0,5000.0,1.535631E7,56447.32
1144,400.0,5000.0,1.929692E7,62583.09
1145,450.0,5000.0,2.359868E7,68500.33
1146,500.0,5000.0,2.824832E7,74228.73
1147,600.0,5000.0,3.854662E7,85207.2
1148,700.0,5000.0,5.011527E7,95655.45
1149,800.0,5000.0,6.289287E7,105667.3
1150,900.0,5000.0,7.682866E7,115310.3
1151,1000.0,5000.0,9.18795E7,124635.7
1152,1200.0,5000.0,1.251825E8,142484.5
1153,1400.0,5000.0,1.62554E8,159447.1
1154,1600.0,5000.0,2.037961E8,175682.2
1155,1800.0,5000.0,2.487216E8,191307.6
1156,3.0E-8,8000.0,1.999576E-6,-1275.506
