recno,rho,T,P,u
1712,7.0E-5,30000.0,0.02884662,162.234
1713,8.0E-5,30000.0,0.03264622,126.513
1714,9.0E-5,30000.0,0.03640517,95.742
1715,1.0E-4,30000.0,0.04013038,68.788
1716,2.0E-4,30000.0,0.07578535,-95.812
1717,3.0E-4,30000.0,0.1095292,-182.599
1718,4.0E-4,30000.0,0.1423664,-240.28
1719,5.0E-4,30000.0,0.1745211,-282.919
1720,6.0E-4,30000.0,0.2060399,-316.452
1721,7.0E-4,30000.0,0.2369692,-343.921
1722,8.0E-4,30000.0,0.2673558,-367.079
1723,9.0E-4,30000.0,0.297246,-387.028
1724,0.001,30000.0,0.3266866,-404.503
1725,0.002,30000.0,0.6066019,-535.664
1726,0.003,30000.0,0.8829232,-598.3489
1727,0.004,30000.0,1.155766,-639.4533
1728,0.005,30000.0,1.425591,-669.0139
1729,0.006,30000.0,1.692492,-692.4381
1730,0.007,30000.0,1.956698,-711.959
1731,0.008,30000.0,2.218513,-728.1305
1732,0.009,30000.0,2.478242,-741.4913
1733,0.01,30000.0,2.736189,-752.5799
1734,0.02,30000.0,5.275992,-819.5317
1735,0.03,30000.0,7.769839,-859.4452
1736,0.04,30000.0,10.25025,-885.634
1737,0.05,30000.0,12.74978,-904.8111
1738,0.06,30000.0,15.30099,-919.7802
1739,0.07,30000.0,17.93066,-932.4775
1740,0.08,30000.0,20.64249,-943.1111
1741,0.09,30000.0,23.43442,-952.2177
1742,0.1,30000.0,26.30436,-960.1533
1743,0.2,30000.0,58.83955,-1007.74
1744,0.3,30000.0,97.3442,-1026.939
1745,0.4,30000.0,142.3178,-1034.233
1746,0.5,30000.0,195.1447,-1031.17
1747,0.6,30000.0,254.616,-1022.861
1748,0.7,30000.0,321.8922,-1010.213
1749,0.8,30000.0,397.375,-993.5426
1750,0.9,30000.0,478.3248,-976.0678
1751,1.0,30000.0,568.1898,-955.4702
1752,1.2,30000.0,769.9043,-910.1013
1753,1.4,30000.0,998.8132,-861.2562
1754,1.6,30000.0,1254.454,-809.4742
1755,1.8,30000.0,1536.366,-755.2944
1756,2.0,30000.0,1844.086,-699.2562
1757,2.2,30000.0,2177.184,-641.849
1758,3.0,30000.0,3757.54,-403.834
1759,4.0,30000.0,6270.9,-100.439
1760,5.0,30000.0,9344.189,203.79
1761,9.0,30000.0,26481.1,1358.65
1762,12.0,30000.0,44144.5,2210.14
1763,15.0,30000.0,65560.3,3033.03
1764,20.0,30000.0,108908.0,4339.82
1765,30.0,30000.0,222154.0,6795.69
1766,50.0,30000.0,542267.0,11244.5
1767,70.0,30000.0,973012.0,15289.6
1768,100.0,30000.0,1802644.0,20893.65
1769,150.0,30000.0,3624895.0,29246.02
1770,200.0,30000.0,5940255.0,36865.92
1771,250.0,30000.0,8705684.0,43970.83
1772,300.0,30000.0,1.189043E7,50684.04
1773,350.0,30000.0,1.547095E7,57084.3
1774,400.0,30000.0,1.942832E7,63225.86
1775,450.0,30000.0,2.374688E7,69148.17
1776,500.0,30000.0,2.841331E7,74881.08
1777,600.0,30000.0,3.874527E7,85867.27
1778,700.0,30000.0,5.034757E7,96321.97
1779,800.0,30000.0,6.315881E7,106339.2
1780,900.0,30000.0,7.712822E7,115986.9
1781,1000.0,30000.0,9.221263E7,125316.5
1782,1200.0,30000.0,1.255826E8,143172.2
1783,1400.0,30000.0,1.630207E8,160140.3
1784,1600.0,30000.0,2.043292E8,176380.1
1785,1800.0,30000.0,2.493208E8,192009.5
1786,3.0E-8,50000.0,2.466329E-5,1153.708
1787,4.0E-8,50000.0,3.287049E-5,1152.74
1788,5.0E-8,50000.0,4.107481E-5,1151.868
1789,6.0E-8,50000.0,4.92756E-5,1150.97
1790,7.0E-8,50000.0,5.747194E-5,1150.145
1791,8.0E-8,50000.0,6.566339E-5,1149.459
1792,9.0E-8,50000.0,7.385062E-5,1148.873
1793,1.0E-7,50000.0,8.203441E-5,1148.347
1794,2.0E-7,50000.0,1.637675E-4,1144.601
1795,3.0E-7,50000.0,2.453691E-4,1141.511
1796,4.0E-7,50000.0,3.26801E-4,1138.625
1797,5.0E-7,50000.0,4.081496E-4,1136.752
1798,6.0E-7,50000.0,4.894788E-4,1135.693
1799,7.0E-7,50000.0,5.707811E-4,1134.914
1800,8.0E-7,50000.0,6.520383E-4,1134.086
1801,9.0E-7,50000.0,7.332395E-4,1133.186
1802,1.0E-6,50000.0,8.14378E-4,1132.265
1803,2.0E-6,50000.0,0.001622649,1123.595
1804,3.0E-6,50000.0,0.002427427,1116.674
1805,4.0E-6,50000.0,0.003229612,1111.348
1806,5.0E-6,50000.0,0.004029474,1107.136
1807,6.0E-6,50000.0,0.004827285,1103.556
1808,7.0E-6,50000.0,0.005623316,1100.128
1809,8.0E-6,50000.0,0.006418219,1096.639
1810,9.0E-6,50000.0,0.007213276,1093.752
1811,1.0E-5,50000.0,0.008006991,1091.46
1812,2.0E-5,50000.0,0.01584779,1065.845
1813,3.0E-5,50000.0,0.02356033,1042.174
1814,4.0E-5,50000.0,0.03117655,1022.844
1815,5.0E-5,50000.0,0.03871816,1007.127
1816,6.0E-5,50000.0,0.04620685,994.296
1817,7.0E-5,50000.0,0.05366434,983.626
1818,8.0E-5,50000.0,0.06110212,974.22
1819,9.0E-5,50000.0,0.06850109,964.972
1820,1.0E-4,50000.0,0.07586924,956.235
1821,2.0E-4,50000.0,0.1482126,886.177
1822,3.0E-4,50000.0,0.2187815,828.283
1823,4.0E-4,50000.0,0.2878846,776.38
1824,5.0E-4,50000.0,0.3556506,729.929
1825,6.0E-4,50000.0,0.4222083,688.393
1826,7.0E-4,50000.0,0.4876865,651.235
1827,8.0E-4,50000.0,0.5522141,617.916
1828,9.0E-4,50000.0,0.6159198,587.899
1829,0.001,50000.0,0.6789324,560.646
1830,0.002,50000.0,1.284017,383.787
1831,0.003,50000.0,1.865041,285.597
1832,0.004,50000.0,2.433676,214.638
1833,0.005,50000.0,2.992055,159.408
1834,0.006,50000.0,3.541167,113.47
1835,0.007,50000.0,4.081957,74.043
1836,0.008,50000.0,4.61535,40.278
1837,0.009,50000.0,5.142268,11.343
1838,0.01,50000.0,5.663635,-13.592
1839,0.02,50000.0,10.72193,-171.187
1840,0.03,50000.0,15.66675,-258.74
1841,0.04,50000.0,20.60836,-313.074
1842,0.05,50000.0,25.5807,-357.097
1843,0.06,50000.0,30.62042,-395.996
1844,0.07,50000.0,35.73552,-424.954
1845,0.08,50000.0,40.92534,-450.729
1846,0.09,50000.0,46.18921,-473.533
1847,0.1,50000.0,51.52647,-493.579
1848,0.2,50000.0,108.7888,-589.045
1849,0.3,50000.0,172.4206,-622.7531
1850,0.4,50000.0,242.0189,-643.1283
1851,0.5,50000.0,320.2388,-645.7247
1852,0.6,50000.0,403.632,-644.66
1853,0.7,50000.0,494.666,-637.304
1854,0.8,50000.0,593.385,-625.992
1855,0.9,50000.0,699.069,-611.135
1856,1.0,50000.0,812.917,-592.362
1857,1.2,50000.0,1060.209,-550.187
1858,1.4,50000.0,1332.752,-503.925
1859,1.6,50000.0,1631.119,-454.243
1860,1.8,50000.0,1955.884,-401.808
1861,2.0,50000.0,2307.622,-347.285
1862,2.2,50000.0,2686.651,-291.271
1863,3.0,50000.0,4459.01,-57.799
1864,4.0,50000.0,7200.41,244.541
1865,5.0,50000.0,10501.22,557.437
1866,9.0,50000.0,28531.3,1710.1
1867,12.0,50000.0,46884.6,2568.08
1868,15.0,50000.0,68897.8,3383.21
1869,20.0,50000.0,113350.0,4695.36
1870,30.0,50000.0,228741.0,7153.5
1871,50.0,50000.0,553125.0,11605.2
1872,70.0,50000.0,988365.0,15658.0
1873,100.0,50000.0,1825492.0,21288.49
1874,150.0,50000.0,3659359.0,29649.71
1875,200.0,50000.0,5986430.0,37276.22
1876,250.0,50000.0,8763644.0,44386.43
1877,300.0,50000.0,1.196024E7,51104.06
1878,350.0,50000.0,1.555266E7,57508.13
1879,400.0,50000.0,1.952197E7,63653.04
1880,450.0,50000.0,2.38525E7,69578.34
1881,500.0,50000.0,2.853095E7,75313.95
1882,600.0,50000.0,3.888703E7,86304.87
1883,700.0,50000.0,5.051354E7,96763.6
1884,800.0,50000.0,6.334909E7,106784.3
1885,900.0,50000.0,7.734285E7,116435.2
1886,1000.0,50000.0,9.245168E7,125767.6
1887,1200.0,50000.0,1.258706E8,143628.1
1888,1400.0,50000.0,1.633578E8,160600.3
1889,1600.0,50000.0,2.047155E8,176843.6
1890,1800.0,50000.0,2.497564E8,192476.1
1891,3.0E-8,75000.0,3.704475E-5,1771.549
1892,4.0E-8,75000.0,4.937873E-5,1770.609
1893,5.0E-8,75000.0,6.170647E-5,1769.686
1894,6.0E-8,75000.0,7.402802E-5,1768.835
1895,7.0E-8,75000.0,8.634537E-5,1768.062
1896,8.0E-8,75000.0,9.865989E-5,1767.321
1897,9.0E-8,75000.0,1.109722E-4,1766.595
1898,1.0E-7,75000.0,1.232823E-4,1765.886
1899,2.0E-7,75000.0,2.462724E-4,1761.863
1900,3.0E-7,75000.0,3.690886E-4,1758.183
1901,4.0E-7,75000.0,4.917042E-4,1754.937
1902,5.0E-7,75000.0,6.142266E-4,1753.007
1903,6.0E-7,75000.0,7.367992E-4,1752.102
1904,7.0E-7,75000.0,8.594241E-4,1751.767
1905,8.0E-7,75000.0,9.820407E-4,1751.581
1906,9.0E-7,75000.0,0.001104598,1751.209
1907,1.0E-6,75000.0,0.001227073,1750.579
1908,2.0E-6,75000.0,0.002448309,1741.642
1909,3.0E-6,75000.0,0.003666072,1736.083
1910,4.0E-6,75000.0,0.004881071,1731.48
1911,5.0E-6,75000.0,0.006093955,1727.341
1912,6.0E-6,75000.0,0.007305057,1723.585
1913,7.0E-6,75000.0,0.008514622,1720.118
1914,8.0E-6,75000.0,0.009723162,1717.031
1915,9.0E-6,75000.0,0.01093109,1714.425
1916,1.0E-5,75000.0,0.0121385,1712.27
1917,2.0E-5,75000.0,0.02412096,1689.676
1918,3.0E-5,75000.0,0.0359776,1668.562
1919,4.0E-5,75000.0,0.04774528,1650.685
1920,5.0E-5,75000.0,0.05945252,1636.154
1921,6.0E-5,75000.0,0.07112788,1625.078
1922,7.0E-5,75000.0,0.08278581,1616.835
1923,8.0E-5,75000.0,0.09439848,1608.848
1924,9.0E-5,75000.0,0.1059751,1601.38
1925,1.0E-4,75000.0,0.1175212,1594.509
1926,2.0E-4,75000.0,0.2317837,1543.083
1927,3.0E-4,75000.0,0.3443022,1503.681
1928,4.0E-4,75000.0,0.4554968,1471.844
1929,5.0E-4,75000.0,0.565648,1445.358
1930,6.0E-4,75000.0,0.6749351,1422.939
1931,7.0E-4,75000.0,0.7834991,1403.49
1932,8.0E-4,75000.0,0.8914377,1386.246
1933,9.0E-4,75000.0,0.9988258,1370.666
1934,0.001,75000.0,1.105719,1356.362
1935,0.002,75000.0,2.153737,1252.68
1936,0.003,75000.0,3.172892,1181.219
1937,0.004,75000.0,4.169834,1124.041
1938,0.005,75000.0,5.150225,1075.986
1939,0.006,75000.0,6.118869,1034.264
1940,0.007,75000.0,7.078517,997.235
1941,0.008,75000.0,8.02911,963.94
1942,0.009,75000.0,8.970173,933.677
1943,0.01,75000.0,9.901241,905.88
1944,0.02,75000.0,18.94981,667.419
1945,0.03,75000.0,27.57282,533.152
1946,0.04,75000.0,36.07315,442.647
1947,0.05,75000.0,44.43014,371.37
1948,0.06,75000.0,52.66198,314.823
1949,0.07,75000.0,60.82583,268.901
1950,0.08,75000.0,68.97891,229.501
1951,0.09,75000.0,77.17983,193.553
1952,0.1,75000.0,85.48046,161.709
1953,0.2,75000.0,172.6408,2.5
1954,0.3,75000.0,264.1481,-73.95
1955,0.4,75000.0,365.1992,-103.965
1956,0.5,75000.0,477.0587,-116.352
1957,0.6,75000.0,597.8748,-121.956
1958,0.7,75000.0,725.441,-122.126
1959,0.8,75000.0,857.551,-118.21
1960,0.9,75000.0,993.479,-110.91
1961,1.0,75000.0,1136.89,-99.23
1962,1.2,75000.0,1444.032,-67.809
1963,1.4,75000.0,1777.071,-28.363
1964,1.6,75000.0,2135.908,17.198
1965,1.8,75000.0,2520.441,66.963
1966,2.0,75000.0,2930.57,119.02
1967,2.2,75000.0,3366.161,171.812
1968,3.0,75000.0,5357.32,390.901
1969,4.0,75000.0,8385.91,688.971
1970,5.0,75000.0,11977.0,995.09
1971,9.0,75000.0,31054.3,2140.62
1972,12.0,75000.0,50166.9,2990.8
1973,15.0,75000.0,73059.6,3817.31
1974,20.0,75000.0,118892.0,5134.9
1975,30.0,75000.0,236945.0,7593.31
1976,50.0,75000.0,566588.0,12047.5
1977,70.0,75000.0,1007070.0,16100.9
1978,100.0,75000.0,1852999.0,21752.68
1979,150.0,75000.0,3700740.0,30122.45
1980,200.0,75000.0,6041778.0,37755.48
1981,250.0,75000.0,8833034.0,44870.98
1982,300.0,75000.0,1.204374E7,51593.08
1983,350.0,75000.0,1.565032E7,58001.03
1984,400.0,75000.0,1.963383E7,64149.37
1985,450.0,75000.0,2.397863E7,70077.74
1986,500.0,75000.0,2.867137E7,75816.15
1987,600.0,75000.0,3.905612E7,86811.98
1988,700.0,75000.0,5.071144E7,97274.92
1989,800.0,75000.0,6.35759E7,107299.4
1990,900.0,75000.0,7.759866E7,116953.6
1991,1000.0,75000.0,9.273654E7,126288.9
1992,1200.0,75000.0,1.262138E8,144154.7
1993,1400.0,75000.0,1.637595E8,161131.3
1994,1600.0,75000.0,2.05176E8,177378.6
1995,1800.0,75000.0,2.502757E8,193014.5
1996,3.0E-8,100000.0,4.987474E-5,2493.906
1997,4.0E-8,100000.0,6.64972E-5,2493.721
1998,5.0E-8,100000.0,8.311878E-5,2493.557
1999,6.0E-8,100000.0,9.973958E-5,2493.409
2000,7.0E-8,100000.0,1.163597E-4,2493.273
2001,8.0E-8,100000.0,1.329791E-4,2493.147
2002,9.0E-8,100000.0,1.495979E-4,2493.029
2003,1.0E-7,100000.0,1.662161E-4,2492.917
2004,2.0E-7,100000.0,3.323722E-4,2492.014
2005,3.0E-7,100000.0,4.984891E-4,2491.322
2006,4.0E-7,100000.0,6.645743E-4,2490.74
2007,5.0E-7,100000.0,8.306326E-4,2490.229
2008,6.0E-7,100000.0,9.966668E-4,2489.766
2009,7.0E-7,100000.0,0.001162679,2489.341
2010,8.0E-7,100000.0,0.00132867,2488.946
2011,9.0E-7,100000.0,0.001494642,2488.575
2012,1.0E-6,100000.0,0.001660597,2488.225
2013,2.0E-6,100000.0,0.003319312,2485.406
2014,3.0E-6,100000.0,0.004976814,2483.251
2015,4.0E-6,100000.0,0.006633338,2481.442
2016,5.0E-6,100000.0,0.008289018,2479.852
2017,6.0E-6,100000.0,0.009943949,2478.416
2018,7.0E-6,100000.0,0.0115982,2477.099
2019,8.0E-6,100000.0,0.01325182,2475.876
2020,9.0E-6,100000.0,0.01490486,2474.728
2021,1.0E-5,100000.0,0.01655734,2473.645
2022,2.0E-5,100000.0,0.03306357,2464.792
2023,3.0E-5,100000.0,0.04954678,2456.135
2024,4.0E-5,100000.0,0.06600718,2447.67
2025,5.0E-5,100000.0,0.082445,2439.395
2026,6.0E-5,100000.0,0.09886044,2431.309
2027,7.0E-5,100000.0,0.1152537,2423.408
2028,8.0E-5,100000.0,0.1316251,2415.69
2029,9.0E-5,100000.0,0.1479747,2408.154
2030,1.0E-4,100000.0,0.1643029,2400.795
2031,2.0E-4,100000.0,0.3264797,2329.466
2032,3.0E-4,100000.0,0.4867866,2288.384
2033,4.0E-4,100000.0,0.6454206,2259.52
2034,5.0E-4,100000.0,0.8025785,2237.293
2035,6.0E-4,100000.0,0.9584573,2219.235
2036,7.0E-4,100000.0,1.113254,2204.041
2037,8.0E-4,100000.0,1.267165,2190.931
2038,9.0E-4,100000.0,1.420387,2179.409
2039,0.001,100000.0,1.573118,2169.135
2040,0.002,100000.0,3.081668,2064.799
2041,0.003,100000.0,4.554133,1984.062
2042,0.004,100000.0,6.005403,1920.116
2043,0.005,100000.0,7.436769,1867.264
2044,0.006,100000.0,8.848074,1820.431
2045,0.007,100000.0,10.24079,1777.618
2046,0.008,100000.0,11.61726,1738.45
2047,0.009,100000.0,12.97982,1702.571
2048,0.01,100000.0,14.33082,1669.621
2049,0.02,100000.0,27.54386,1439.313
2050,0.03,100000.0,40.32908,1296.879
2051,0.04,100000.0,52.77244,1193.006
2052,0.05,100000.0,65.02271,1106.378
2053,0.06,100000.0,77.15776,1034.456
2054,0.07,100000.0,89.19789,976.194
2055,0.08,100000.0,101.1563,928.585
2056,0.09,100000.0,113.046,888.624
2057,0.1,100000.0,124.8804,853.303
2058,0.2,100000.0,248.6351,642.684
2059,0.3,100000.0,381.6398,563.792
2060,0.4,100000.0,521.7795,502.354
2061,0.5,100000.0,667.6617,459.648
2062,0.6,100000.0,817.8936,436.951
2063,0.7,100000.0,974.042,426.83
2064,0.8,100000.0,1138.298,425.43
2065,0.9,100000.0,1304.848,425.029
2066,1.0,100000.0,1479.79,429.931
2067,1.2,100000.0,1849.922,449.842
2068,1.4,100000.0,2244.628,479.367
2069,1.6,100000.0,2663.937,516.485
2070,1.8,100000.0,3107.878,559.174
2071,2.0,100000.0,3576.48,605.41
2072,2.2,100000.0,4069.812,653.527
2073,3.0,100000.0,6295.42,863.421
2074,4.0,100000.0,9611.12,1151.021
2075,5.0,100000.0,13370.6,1407.83
2076,9.0,100000.0,33613.5,2576.95
2077,12.0,100000.0,53570.3,3429.78
2078,15.0,100000.0,77220.7,4248.75
2079,20.0,100000.0,124416.0,5568.56
2080,30.0,100000.0,245097.0,8026.01
2081,50.0,100000.0,579808.0,12474.5
2082,70.0,100000.0,1025430.0,16530.7
2083,100.0,100000.0,1879899.0,22199.11
2084,150.0,100000.0,3741106.0,30575.53
2085,200.0,100000.0,6095684.0,38213.81
2086,250.0,100000.0,8900542.0,45333.64
2087,300.0,100000.0,1.21249E7,52059.45
2088,350.0,100000.0,1.574518E7,58470.64
2089,400.0,100000.0,1.974245E7,64621.87
2090,450.0,100000.0,2.410101E7,70552.85
2091,500.0,100000.0,2.880758E7,76293.62
2092,600.0,100000.0,3.922006E7,87293.65
2093,700.0,100000.0,5.09032E7,97760.23
2094,800.0,100000.0,6.379558E7,107787.9
2095,900.0,100000.0,7.784634E7,117445.0
2096,1000.0,100000.0,9.30123E7,126782.9
2097,1200.0,100000.0,1.265459E8,144653.4
2098,1400.0,100000.0,1.641482E8,161633.9
2099,1600.0,100000.0,2.056213E8,177884.5
2100,1800.0,100000.0,2.50778E8,193523.6
2101,3.0E-8,150000.0,7.482033E-5,3741.295
2102,4.0E-8,150000.0,9.975844E-5,3741.144
2103,5.0E-8,150000.0,1.246958E-4,3741.01
2104,6.0E-8,150000.0,1.496325E-4,3740.888
2105,7.0E-8,150000.0,1.745687E-4,3740.777
2106,8.0E-8,150000.0,1.995044E-4,3740.674
2107,9.0E-8,150000.0,2.244395E-4,3740.577
2108,1.0E-7,150000.0,2.493741E-4,3740.485
2109,2.0E-7,150000.0,4.986989E-4,3739.745
2110,3.0E-7,150000.0,7.479916E-4,3739.178
2111,4.0E-7,150000.0,9.972583E-4,3738.7
2112,5.0E-7,150000.0,0.001246503,3738.279
2113,6.0E-7,150000.0,0.001495728,3737.899
2114,7.0E-7,150000.0,0.001744934,3737.55
2115,8.0E-7,150000.0,0.001994123,3737.225
2116,9.0E-7,150000.0,0.002243297,3736.92
2117,1.0E-6,150000.0,0.002492457,3736.632
2118,2.0E-6,150000.0,0.004983364,3734.312
2119,3.0E-6,150000.0,0.007473272,3732.536
2120,4.0E-6,150000.0,0.009962368,3731.043
2121,5.0E-6,150000.0,0.01245077,3729.73
2122,6.0E-6,150000.0,0.01493855,3728.544
2123,7.0E-6,150000.0,0.01742576,3727.455
2124,8.0E-6,150000.0,0.01991246,3726.444
2125,9.0E-6,150000.0,0.02239867,3725.494
2126,1.0E-5,150000.0,0.02488443,3724.597
2127,2.0E-5,150000.0,0.04972944,3717.385
2128,3.0E-5,150000.0,0.07455857,3710.34
2129,4.0E-5,150000.0,0.0993719,3703.458
2130,5.0E-5,150000.0,0.1241695,3696.739
2131,6.0E-5,150000.0,0.1489515,3690.179
2132,7.0E-5,150000.0,0.1737179,3683.777
2133,8.0E-5,150000.0,0.1984688,3677.531
2134,9.0E-5,150000.0,0.2232043,3671.439
2135,1.0E-4,150000.0,0.2479244,3665.498
2136,2.0E-4,150000.0,0.4942412,3611.63
2137,3.0E-4,150000.0,0.7391404,3580.391
2138,4.0E-4,150000.0,0.9826972,3558.349
2139,5.0E-4,150000.0,1.224987,3541.32
2140,6.0E-4,150000.0,1.466084,3527.451
2141,7.0E-4,150000.0,1.706064,3515.756
2142,8.0E-4,150000.0,1.945003,3505.648
2143,9.0E-4,150000.0,2.182975,3496.75
2144,0.001,150000.0,2.420055,3488.805
2145,0.002,150000.0,4.775148,3406.163
2146,0.003,150000.0,7.115882,3348.469
2147,0.004,150000.0,9.433766,3298.56
2148,0.005,150000.0,11.7304,3253.936
2149,0.006,150000.0,14.00827,3213.801
2150,0.007,150000.0,16.26922,3177.573
2151,0.008,150000.0,18.51473,3144.783
2152,0.009,150000.0,20.74629,3114.963
2153,0.01,150000.0,22.96538,3087.645
2154,0.02,150000.0,44.71008,2879.54
2155,0.03,150000.0,65.8998,2732.699
2156,0.04,150000.0,86.71489,2623.067
2157,0.05,150000.0,107.2869,2534.128
2158,0.06,150000.0,127.6162,2457.045
2159,0.07,150000.0,147.747,2389.736
2160,0.08,150000.0,167.7524,2331.051
2161,0.09,150000.0,187.7054,2279.838
2162,0.1,150000.0,207.6794,2234.945
2163,0.2,150000.0,411.3207,1971.406
2164,0.3,150000.0,620.9695,1812.741
2165,0.4,150000.0,834.6783,1723.71
2166,0.5,150000.0,1050.5,1669.075
2167,0.6,150000.0,1270.258,1624.723
2168,0.7,150000.0,1497.021,1596.465
2169,0.8,150000.0,1727.108,1575.325
2170,0.9,150000.0,1965.162,1566.404
2171,1.0,150000.0,2210.02,1561.62
2172,1.2,150000.0,2717.207,1562.679
2173,1.4,150000.0,3247.044,1576.953
2174,1.6,150000.0,3798.883,1601.247
2175,1.8,150000.0,4372.078,1632.366
2176,2.0,150000.0,4965.981,1667.113
2177,2.2,150000.0,5580.308,1702.948
2178,3.0,150000.0,8268.92,1865.171
2179,4.0,150000.0,12169.9,2122.201
2180,5.0,150000.0,16489.3,2359.39
2181,9.0,150000.0,38901.8,3477.94
2182,12.0,150000.0,60476.8,4317.03
2183,15.0,150000.0,85709.2,5124.53
2184,20.0,150000.0,136147.0,6472.86
2185,30.0,150000.0,261406.0,8882.5
2186,50.0,150000.0,606586.0,13329.3
2187,70.0,150000.0,1062090.0,17377.1
2188,100.0,150000.0,1932822.0,23063.27
2189,150.0,150000.0,3820258.0,31448.73
2190,200.0,150000.0,6201164.0,39094.72
2191,250.0,150000.0,9032444.0,46221.2
2192,300.0,150000.0,1.228331E7,52952.83
2193,350.0,150000.0,1.593017E7,59369.21
2194,400.0,150000.0,1.995408E7,65525.1
2195,450.0,150000.0,2.433936E7,71460.34
2196,500.0,150000.0,2.907269E7,77205.02
2197,600.0,150000.0,3.953887E7,88212.02
2198,700.0,150000.0,5.12759E7,98684.7
2199,800.0,150000.0,6.422232E7,108717.8
2200,900.0,150000.0,7.832727E7,118379.8
2201,1000.0,150000.0,9.354756E7,127722.1
2202,1200.0,150000.0,1.271901E8,145600.4
2203,1400.0,150000.0,1.649019E8,162587.8
2204,1600.0,150000.0,2.064847E8,178844.6
2205,1800.0,150000.0,2.517514E8,194488.8
2206,3.0E-8,200000.0,9.976503E-5,4988.596
2207,4.0E-8,200000.0,1.330184E-4,4988.464
2208,5.0E-8,200000.0,1.662709E-4,4988.349
2209,6.0E-8,200000.0,1.99523E-4,4988.244
2210,7.0E-8,200000.0,2.327746E-4,4988.147
2211,8.0E-8,200000.0,2.660258E-4,4988.058
2212,9.0E-8,200000.0,2.992765E-4,4987.974
2213,1.0E-7,200000.0,3.325268E-4,4987.894
2214,2.0E-7,200000.0,6.650107E-4,4987.251
2215,3.0E-7,200000.0,9.974666E-4,4986.759
2216,4.0E-7,200000.0,0.0013299,4986.344
2217,5.0E-7,200000.0,0.001662314,4985.979
2218,6.0E-7,200000.0,0.001994711,4985.648
2219,7.0E-7,200000.0,0.002327092,4985.345
2220,8.0E-7,200000.0,0.002659459,4985.063
2221,9.0E-7,200000.0,0.002991812,4984.798
2222,1.0E-6,200000.0,0.003324152,4984.548
2223,2.0E-6,200000.0,0.006646956,4982.53
2224,3.0E-6,200000.0,0.009968889,4980.984
2225,4.0E-6,200000.0,0.01329012,4979.684
2226,5.0E-6,200000.0,0.01661074,4978.54
2227,6.0E-6,200000.0,0.01993082,4977.507
2228,7.0E-6,200000.0,0.02325041,4976.558
2229,8.0E-6,200000.0,0.02656954,4975.676
2230,9.0E-6,200000.0,0.02988825,4974.847
2231,1.0E-5,200000.0,0.03320656,4974.064
2232,2.0E-5,200000.0,0.06637109,4967.767
2233,3.0E-5,200000.0,0.09950853,4962.958
2234,4.0E-5,200000.0,0.1326242,4958.917
2235,5.0E-5,200000.0,0.165721,4955.366
2236,6.0E-5,200000.0,0.1988011,4952.165
2237,7.0E-5,200000.0,0.2318661,4949.227
2238,8.0E-5,200000.0,0.264917,4946.497
2239,9.0E-5,200000.0,0.2979549,4943.938
2240,1.0E-4,200000.0,0.3309804,4941.521
2241,2.0E-4,200000.0,0.6606701,4922.146
2242,3.0E-4,200000.0,0.9895357,4907.43
2243,4.0E-4,200000.0,1.317743,4895.117
2244,5.0E-4,200000.0,1.645388,4884.337
2245,6.0E-4,200000.0,1.972535,4874.643
2246,7.0E-4,200000.0,2.29923,4865.776
2247,8.0E-4,200000.0,2.625513,4857.557
2248,9.0E-4,200000.0,2.95141,4849.874
2249,0.001,200000.0,3.276948,4842.631
2250,0.002,200000.0,6.515953,4785.152
2251,0.003,200000.0,9.731603,4742.159
2252,0.004,200000.0,12.92905,4706.627
2253,0.005,200000.0,16.11124,4675.847
2254,0.006,200000.0,19.28019,4648.421
2255,0.007,200000.0,22.43733,4623.53
2256,0.008,200000.0,25.58377,4600.645
2257,0.009,200000.0,28.72042,4579.385
2258,0.01,200000.0,31.84799,4559.484
2259,0.02,200000.0,62.72829,4405.852
2260,0.03,200000.0,93.07759,4295.708
2261,0.04,200000.0,123.0446,4207.623
2262,0.05,200000.0,152.7133,4133.402
2263,0.06,200000.0,182.1389,4068.913
2264,0.07,200000.0,211.3612,4011.655
2265,0.08,200000.0,240.4092,3960.098
2266,0.09,200000.0,269.307,3913.084
2267,0.1,200000.0,298.0718,3869.881
2268,0.2,200000.0,580.7918,3558.834
2269,0.3,200000.0,858.3327,3356.638
2270,0.4,200000.0,1133.866,3206.987
2271,0.5,200000.0,1409.898,3091.825
2272,0.6,200000.0,1688.552,3002.639
2273,0.7,200000.0,1971.413,2933.953
2274,0.8,200000.0,2259.627,2881.611
2275,0.9,200000.0,2553.833,2842.506
2276,1.0,200000.0,2854.428,2814.017
2277,1.2,200000.0,3475.398,2780.975
2278,1.4,200000.0,4122.593,2770.682
2279,1.6,200000.0,4795.238,2775.669
2280,1.8,200000.0,5492.375,2791.202
2281,2.0,200000.0,6213.117,2814.237
2282,2.2,200000.0,6956.728,2842.775
2283,3.0,200000.0,10150.09,2990.668
2284,4.0,200000.0,14616.26,3216.764
2285,5.0,200000.0,19593.55,3466.062
2286,9.0,200000.0,44258.68,4529.84
2287,12.0,200000.0,67434.59,5339.662
2288,15.0,200000.0,94317.76,6137.0
2289,20.0,200000.0,146793.5,7426.173
2290,30.0,200000.0,278109.0,9862.82
2291,50.0,200000.0,634233.5,14303.02
2292,70.0,200000.0,1100874.0,18344.37
2293,100.0,200000.0,1985281.0,23907.37
